0.084910,0.073280,0.073071,0.073076,0.073111,0.073068,0.073064,0.073064,0.073184,0.073079,0.073061,0.073070,0.073201,0.072190,0.060888,0.059101,0.060073,0.060021,0.060211,0.060100
0.064497,0.064318,0.064400,0.065225,0.065949,0.065938,0.065955,0.065980,0.065972,0.065979,0.064825,0.064476,0.064283,0.064662,0.064693,0.064782,0.064725,0.064646,0.064729,0.064666
0.373114,0.354791,0.356172,0.359173,0.337533,0.311623,0.310584,0.313551,0.311040,0.314441,0.312117,0.309389,0.314609,0.312591,0.316681,0.311712,0.314305,0.313258,0.310494,0.312749
1.385705,1.212638,1.212083,1.212442,1.213528,1.214809,1.212644,1.214908,1.212871,1.261491,1.261388,1.265564,1.227403,1.214070,1.216937,1.212298,1.212845,1.212802,1.212085,1.212102
0.795360,0.738250,0.741219,0.740295,0.744126,0.733793,0.747055,0.739705,0.741933,0.743018,0.742342,0.746630,0.741607,0.740503,0.731252,0.746810,0.742513,0.734743,0.745474,0.744720
7.264566,7.255472,6.814440,6.360579,6.387549,6.373086,6.373185,6.975711,7.279568,7.279048,7.275610,7.274315,7.277338,7.272432,7.274542,7.274759,7.275252,7.273837,7.274856,7.280533
1.937019,2.133492,1.890476,1.882891,1.860076,1.886461,1.882614,1.885778,1.910609,1.869546,1.875977,1.888198,1.886023,1.884708,1.866480,1.880117,1.881590,1.891490,1.907880,1.877941
21.036910,21.017218,20.475400,20.347887,20.515159,20.511290,20.481774,20.494307,20.612086,20.577156,20.473981,20.482649,21.012395,20.467787,20.468203,20.450762,20.504413,20.455088,20.736030,20.818295
3.537129,3.512300,3.533598,3.625540,3.434752,3.681005,3.767070,3.479164,3.860952,3.711191,3.745053,3.604523,3.473824,3.491437,3.613098,3.723414,3.641566,3.403008,3.575967,3.612503
57.537501,57.105005,57.181221,57.489572,56.775397,56.972610,57.006800,57.047460,57.038781,57.027782,57.027424,57.045693,57.013312,57.108927,57.027631,57.004680,57.029265,57.014699,57.030626,57.039870
7.437113,7.894887,7.691920,8.138688,7.974022,8.185128,7.765685,7.253563,7.213671,7.459436,7.512486,7.447857,7.408212,7.673404,6.899208,7.008926,7.737272,7.055626,7.119926,7.565648
109.257770,109.010390,108.880500,109.177370,109.193460,109.057400,109.077330,109.098590,109.194990,109.144320,109.132850,109.131680,109.210440,109.133120,109.150240,109.237310,109.228890,109.232160,109.140260,109.183020
13.562234,13.529236,13.439412,13.528216,13.588428,14.067286,13.391246,14.167239,14.046491,13.527841,13.111204,13.678697,13.587608,13.289415,13.411875,13.273153,14.102166,13.929414,13.143030,13.056936
220.962430,222.241750,223.328090,227.929870,226.100060,208.959760,193.525110,196.883130,193.307940,196.514620,194.321590,193.336960,195.869330,193.736740,193.345950,194.312500,193.024040,194.657650,193.567820,193.046960
22.680117,23.077547,22.296851,22.308401,22.455535,22.311712,22.710128,23.011918,23.017516,22.631998,22.353151,21.910636,22.862805,22.709998,23.880116,22.807795,22.606410,22.952087,22.774884,22.295740
341.616230,335.314700,332.815130,335.765870,332.892060,335.476270,334.417930,332.340330,333.535700,333.649680,333.298450,332.953840,335.207560,335.132210,330.656440,330.081730,330.024070,329.958990,330.133610,330.574960
