0.765925,0.814371,0.747089,0.705674,0.730594,0.699969,0.750962,0.850203,0.744341,0.741863,0.775204,0.747787,0.819689,0.834555,0.785053,0.798601,0.765017,0.782793,0.778290,0.850818,0.847518,0.847272,0.792207,0.800936,0.844484,0.856930,0.898400,0.915674,0.877620,0.945982,0.861207,0.916686,0.958681,0.937459,0.914815,0.948990,0.951844,0.957504,0.997828,1.022458,1.062290,1.079259,0.983437,1.024750,1.167329,1.048320,1.062163,1.088589,1.092230,1.145339,1.193738,1.105263,1.062011,1.202495,1.177418,1.198719,1.141707,1.168736,1.173461,1.166067,1.194214,1.329983,1.267105,1.292415,1.234259,1.222511,1.285041,1.258019,1.247259,1.253643,1.246625,1.224838,1.295921,1.302452,1.278320,1.238375,1.258324,1.291574,1.314333,1.325204,1.364488,1.350150,1.319356,1.321102,1.298446,1.327145,1.271929,1.281390,1.280539,1.411918,1.325028,1.295744,1.251596,1.329641,1.346794,1.310193,1.318117,1.362543,1.334696,1.310850
0.039971,0.026454,0.035306,0.019429,0.026044,0.047525,0.046783,0.032809,0.058641,0.067078,0.051272,0.036845,0.031278,0.022193,0.024563,0.033119,0.021554,0.037706,0.032668,0.020245,0.022118,0.031376,0.029503,0.016860,0.015874,0.020517,0.019340,0.038277,0.024533,0.022572,0.029436,0.017563,0.016039,0.017546,0.022341,0.017264,0.016797,0.019353,0.022230,0.016825,0.022102,0.016483,0.018680,0.016304,0.026110,0.022008,0.032715,0.034424,0.017873,0.018691,0.017394,0.016794,0.018110,0.027314,0.024997,0.027953,0.017169,0.034206,0.020990,0.016758,0.016649,0.017505,0.017805,0.024848,0.018079,0.021207,0.016583,0.022451,0.035345,0.017484,0.024139,0.017244,0.026966,0.016618,0.018484,0.027886,0.032877,0.016520,0.019873,0.066663,0.046888,0.031442,0.035655,0.025623,0.040502,0.027493,0.030604,0.025879,0.054523,0.024411,0.019567,0.034752,0.030150,0.028982,0.026014,0.017928,0.019890,0.029607,0.029729,0.016773
7.079861,7.463972,7.359323,7.400676,6.735550,6.927452,7.162547,7.099921,7.255850,7.410037,8.071095,7.616368,7.431871,7.529798,7.336512,7.152813,7.450857,6.996900,7.256590,6.985761,7.003299,6.924074,6.911219,6.900619,6.783727,6.733151,7.180168,6.951911,7.094226,6.835026,7.274850,7.445113,7.593650,7.438984,7.552760,7.363903,7.371328,7.095061,7.264580,7.221598,7.040400,7.039397,7.098987,7.542064,7.221444,7.113101,7.540495,7.199168,7.867304,7.728885,7.626875,7.751191,8.030820,7.729397,7.586290,7.648914,7.461626,7.207310,7.347591,7.807219,7.740652,7.369363,7.774660,7.474685,7.692803,7.247737,7.748849,7.783568,7.796070,7.933210,7.712169,8.086505,8.200513,8.670472,8.188596,7.613399,7.836738,7.641601,7.423772,7.495767,8.141870,7.822386,8.135512,7.855986,7.764616,7.984728,7.888436,7.877949,7.987225,8.376208,7.874793,7.810692,8.077249,8.087653,7.882454,7.680441,7.568304,7.610815,7.455859,7.454750
0.234964,0.240441,0.231079,0.252366,0.192762,0.171923,0.214720,0.165205,0.240434,0.262539,0.141028,0.200456,0.179837,0.174819,0.135502,0.211845,0.152445,0.198880,0.138172,0.150889,0.207613,0.141378,0.167136,0.161738,0.202576,0.212196,0.245644,0.207527,0.227019,0.183987,0.179545,0.169841,0.211440,0.151033,0.178480,0.289859,0.201683,0.121828,0.201394,0.187980,0.179499,0.185710,0.185462,0.176642,0.240455,0.205995,0.245517,0.176955,0.159581,0.231271,0.257837,0.229990,0.209328,0.190629,0.145566,0.167446,0.247286,0.156465,0.160184,0.208949,0.146833,0.129908,0.175140,0.187053,0.146330,0.191756,0.136573,0.293571,0.288113,0.200487,0.213438,0.229978,0.152983,0.226206,0.161238,0.185714,0.121196,0.203809,0.240501,0.181528,0.187966,0.153291,0.197999,0.194048,0.186136,0.279093,0.206294,0.308632,0.186002,0.195260,0.182370,0.158780,0.165471,0.196512,0.184781,0.230507,0.219568,0.217432,0.204776,0.239967
19.349317,18.689603,18.831529,19.232482,19.857368,20.207598,20.339189,21.253319,21.163061,21.349685,22.266635,22.926851,23.355058,22.696132,22.070008,22.080273,22.252198,21.414289,22.622105,20.522558,19.491284,18.454715,19.378331,19.295081,18.567671,19.011442,19.660141,19.353490,19.058265,18.835879,18.477290,19.168262,18.539837,19.250378,18.669780,18.700040,18.178591,19.312976,19.294664,19.233148,19.313692,19.667471,19.034709,19.136783,19.223594,19.422488,18.821670,19.500697,18.943352,18.903021,19.906128,18.792982,18.968472,19.119932,19.876302,19.540165,18.521698,18.520391,19.007357,19.820245,18.874407,19.189774,19.538096,19.448545,19.396500,19.105389,19.657403,18.845482,19.382605,19.701109,19.016448,19.647429,18.870045,19.226068,19.056687,19.484243,18.869566,18.552520,19.660351,18.621863,18.768612,20.045594,19.310377,18.918573,18.251965,18.819931,19.238882,19.692004,19.479455,19.306874,19.075625,19.479237,18.732378,19.610084,19.619795,19.585208,18.925571,19.337361,19.161515,19.111008
0.437681,0.303077,0.374349,0.375563,0.254816,0.345477,0.418484,0.334196,0.333130,0.288655,0.401376,0.352088,0.321465,0.404228,0.363299,0.333238,0.323390,0.270829,0.301046,0.333472,0.413906,0.375958,0.266221,0.343918,0.325115,0.335807,0.370139,0.369927,0.389725,0.366799,0.280341,0.296323,0.333025,0.290478,0.330141,0.251090,0.326396,0.279301,0.299419,0.321743,0.283762,0.293436,0.374521,0.288816,0.359985,0.302875,0.387733,0.430115,0.267481,0.458748,0.303850,0.337070,0.290624,0.356378,0.266019,0.350462,0.361218,0.339365,0.333737,0.344439,0.237140,0.274875,0.233098,0.316802,0.316009,0.387254,0.244464,0.307267,0.274649,0.265091,0.308097,0.292970,0.312679,0.312495,0.301433,0.344473,0.361593,0.361427,0.280666,0.333557,0.331716,0.256509,0.235304,0.345104,0.287799,0.355329,0.299199,0.289094,0.257352,0.312099,0.296419,0.395409,0.261746,0.327315,0.380929,0.391563,0.397048,0.242056,0.294155,0.325010
26.535745,27.201759,27.218770,27.023760,28.105146,29.769810,30.991168,31.272589,30.823714,32.867587,34.457370,33.658184,34.884647,35.285754,34.898555,33.882346,32.548524,30.903392,29.417068,28.105167,27.395660,28.214918,27.633215,27.051312,25.730228,25.897274,27.169999,27.392668,26.064217,26.602379,26.578459,26.311295,27.406474,25.996168,27.139438,26.329458,26.522112,26.561414,26.503692,26.577930,28.036445,26.386641,26.457480,26.517973,27.379955,26.434778,26.674855,25.634373,27.073476,27.115980,25.929510,25.362754,27.748481,26.521998,26.557372,26.497189,27.198178,27.129456,26.958461,26.021595,26.500833,27.286135,26.921771,26.378187,26.581283,26.970789,26.956272,28.377966,27.288693,27.576976,26.771076,27.423217,26.562878,26.872524,26.669678,28.111539,27.721495,26.732907,26.708724,28.096523,26.889148,26.907382,26.922832,27.070733,27.053694,27.185040,26.312898,26.852478,27.343301,27.697272,26.912443,26.900206,26.902069,27.569823,26.844744,28.217295,27.604364,27.017053,27.018326,27.112624
0.370847,0.344616,0.370820,0.426889,0.337796,0.237157,0.303860,0.368071,0.319139,0.340046,0.399619,0.240747,0.305312,0.369257,0.306780,0.327951,0.333336,0.357954,0.382225,0.315376,0.335740,0.249538,0.284547,0.383008,0.299288,0.324613,0.231145,0.377752,0.286333,0.333180,0.286043,0.291973,0.322475,0.265265,0.241448,0.309898,0.375814,0.268051,0.299441,0.300930,0.320881,0.356128,0.336175,0.266492,0.337126,0.324507,0.242708,0.347567,0.329353,0.255617,0.293818,0.321978,0.318878,0.282401,0.295869,0.312604,0.296196,0.335574,0.392343,0.290233,0.277387,0.332800,0.256054,0.292908,0.318270,0.351467,0.301779,0.310408,0.324551,0.298833,0.284458,0.300914,0.278839,0.391128,0.370253,0.241041,0.332341,0.359251,0.332308,0.254660,0.315921,0.347350,0.315356,0.240427,0.316038,0.296260,0.390991,0.294791,0.319077,0.312806,0.299393,0.407402,0.325460,0.263962,0.289210,0.316047,0.338442,0.264399,0.294951,0.307633
27.339346,26.952169,26.896673,28.159730,28.478280,29.164476,30.720122,32.103065,33.656728,33.878914,35.358075,34.523060,36.138378,35.282071,35.391346,35.656895,32.857500,31.331484,31.173896,29.665959,29.172200,27.394701,27.693923,27.592128,27.006342,28.174168,27.656935,27.357548,28.812247,27.731593,27.838966,27.275309,27.680777,27.550460,27.677373,28.264898,27.942455,27.654724,28.352366,27.482688,28.727438,27.948332,28.049908,27.371282,28.027588,27.566942,28.039196,28.672030,27.702640,28.356787,27.983157,27.001614,27.730907,26.933819,27.051771,28.274315,27.976678,27.929713,27.783541,27.429326,27.522677,28.110018,27.422272,28.015614,29.158169,28.551318,27.613110,27.766948,28.321387,28.068526,27.274548,27.179055,28.731752,27.025289,28.120715,27.719304,28.797388,28.140469,27.826032,27.328097,27.398153,27.557275,27.533893,27.819436,27.502696,28.184309,27.960090,27.589023,29.451265,27.574843,28.021426,27.942531,27.921431,28.422370,28.149103,28.343796,28.381065,27.610930,27.864597,27.678089
0.368458,0.278684,0.265232,0.256989,0.254757,0.266123,0.260959,0.286192,0.239549,0.319683,0.240656,0.249067,0.282893,0.221928,0.249075,0.209478,0.271878,0.274626,0.227080,0.268662,0.236646,0.258382,0.205687,0.245825,0.226485,0.223344,0.275699,0.278616,0.221965,0.260670,0.244167,0.238118,0.245230,0.283789,0.211237,0.221855,0.276461,0.230987,0.259858,0.305160,0.226614,0.238461,0.251035,0.277815,0.243970,0.225904,0.283799,0.194707,0.240804,0.287873,0.282705,0.219598,0.212969,0.261303,0.215866,0.284433,0.221505,0.280946,0.290557,0.235033,0.236425,0.305844,0.281293,0.217514,0.263960,0.295495,0.235821,0.216217,0.294304,0.182043,0.258658,0.271216,0.281545,0.280988,0.264647,0.268868,0.262719,0.223883,0.253633,0.272216,0.247596,0.241905,0.264175,0.197300,0.258395,0.235854,0.246888,0.277028,0.221133,0.249831,0.334367,0.242125,0.277974,0.238006,0.258642,0.265519,0.259671,0.281437,0.218439,0.196356
